% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1100 +2.822307291e+05 +2.822307291e+05 +2.822687991e+05 +2.822687991e+05 +4.4684e+00 -1.9945e-01 +2.6172e+00 +1.0025e+00 -5.0000e+00 -1.6051e+00 -8.4873e-01 -5.6402e-01 -4.5919e+00 -1.0626e+00 +2.9886e+00 +1.0325e+00 -1.8426e+00 +8.8445e-01 -1.5551e+00 +2.1581e+00 -1.9164e+00 -3.5529e+00 -8.9561e-01 +2.1687e+00
1323 +1.243942024e+05 +1.243942024e+05 +1.244322724e+05 +1.244322724e+05 +2.5880e+00 -9.2328e-01 +2.7603e+00 +2.8313e-01 -2.2777e+00 -1.3874e+00 -1.9581e+00 -2.3673e+00 -4.4071e+00 -9.6028e-01 +2.0444e+00 +2.0584e+00 -1.3125e+00 +1.6020e+00 +3.8913e-01 +2.1435e+00 -9.8224e-01 -3.2160e+00 -1.2969e+00 +2.2610e+00
2694 +6.854263261e+04 +6.854263261e+04 +6.858070261e+04 +6.858070261e+04 +3.9329e+00 +3.5336e+00 +2.6525e+00 +1.0683e+00 -7.2588e-01 -8.5563e-01 -2.0695e+00 -1.5765e+00 -4.5324e+00 -1.5531e+00 +1.4846e+00 -4.6846e-01 -2.6919e+00 +1.5114e+00 +4.7311e-01 +2.1180e+00 -1.2867e+00 -3.1715e+00 -1.2425e+00 +2.3442e+00
2885 +5.680101165e+04 +5.680101165e+04 +5.683908165e+04 +5.683908165e+04 +4.1020e+00 +5.4693e-01 +3.8465e+00 +8.3948e-01 -5.0000e+00 -1.2941e+00 -1.9800e+00 -1.6644e+00 -4.4971e+00 +2.5082e-01 +2.6515e+00 -2.8825e+00 -1.7224e+00 +1.7894e+00 +7.4126e-01 +2.5501e+00 -1.2579e+00 -3.2712e+00 -1.0375e+00 +2.2665e+00
3349 +3.713212767e+04 +3.713212767e+04 +3.717019767e+04 +3.717019767e+04 +4.0785e+00 +1.6785e+00 +2.1252e+00 -6.9844e-01 +1.5974e+00 -7.2055e-01 -2.6722e+00 -1.5564e+00 -4.5107e+00 -4.2457e-01 +3.0808e+00 -2.4906e+00 -8.2249e-01 +1.7557e+00 -2.0275e-01 +2.6592e+00 -1.1657e+00 -3.3181e+00 -1.2422e+00 +2.2788e+00
3412 +2.464573336e+04 +2.464573336e+04 +2.468380336e+04 +2.468380336e+04 +4.5825e+00 +2.0387e+00 +2.5705e+00 -7.4163e-01 -2.1499e-01 -9.1888e-01 -1.9592e+00 -2.3544e+00 -4.6678e+00 -1.6826e+00 +3.3305e+00 -3.6911e+00 -1.4639e+00 +1.9927e+00 +1.9632e-01 +2.3678e+00 -1.4364e+00 -3.1805e+00 -1.2346e+00 +2.2269e+00
3704 +1.482047545e+04 +1.482047545e+04 +1.485854545e+04 +1.485854545e+04 +4.4396e+00 +2.0432e+00 +2.0080e+00 -8.6722e-01 -1.4225e+00 -3.1047e-01 -1.5179e+00 -2.2505e+00 -4.7107e+00 -2.4007e+00 +3.5808e+00 -2.8420e+00 -1.0391e+00 +1.1761e+00 +9.0901e-02 +2.2201e+00 -1.1109e+00 -3.1746e+00 -1.2375e+00 +2.3084e+00
4005 +9.368457756e+03 +9.368457756e+03 +9.406527756e+03 +9.406527756e+03 +4.5467e+00 +2.1063e+00 +2.6750e+00 -1.1658e-01 -1.2957e+00 -3.6935e-01 -1.9729e+00 -2.1476e+00 -4.7313e+00 -2.4178e+00 +3.8584e+00 -3.1748e+00 -1.0658e+00 +1.0977e+00 +6.4706e-03 +2.1679e+00 -1.2628e+00 -3.1945e+00 -1.2071e+00 +2.3011e+00
% function evaluation | noise-free fitness - Fopt (-4.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.509158839e+07 +2.509158839e+07 +2.509154297e+07 +2.509154297e+07 +4.7779e+00 +2.0669e+00 +2.6993e+00 -5.8041e-01 +3.7251e+00 +4.7300e-01 -4.0279e-01 +3.6267e+00 -4.2812e-01 -1.6018e+00 +3.5150e+00 -3.0278e+00 +9.4682e-01 -3.5428e+00 -4.6765e+00 -8.9113e-01 -4.5374e+00 -3.9445e+00 +8.4693e-01 -3.1320e-01
5 +1.121218435e+07 +1.121218435e+07 +1.121213893e+07 +1.121213893e+07 +4.1169e+00 -2.2748e+00 -1.8963e+00 -4.5081e+00 +2.6309e-01 +9.6002e-01 -2.7443e-01 -3.1354e+00 +2.8342e+00 -2.6326e+00 +4.6230e+00 +7.9452e-02 +7.9364e-01 +4.5815e+00 -2.6676e-01 +6.3542e-01 -4.9322e+00 -2.1708e+00 -4.2160e+00 +1.4110e+00
47 +2.672164138e+06 +2.672164138e+06 +2.672118718e+06 +2.672118718e+06 +1.2164e+00 -1.5983e+00 +2.6848e+00 -3.7463e+00 +1.1418e+00 +3.1205e+00 +8.4694e-01 +4.4963e+00 +1.7704e+00 -1.5612e+00 -2.7434e+00 +2.7378e+00 +5.0999e-01 -2.2172e+00 -4.4293e-02 -9.2165e-01 +2.7982e-01 -3.1792e+00 -4.3758e-01 +4.7405e+00
207 +2.314229838e+06 +2.314229838e+06 +2.314184418e+06 +2.314184418e+06 +4.0195e+00 +2.8443e+00 +1.5053e+00 -5.0000e+00 +3.1768e+00 +2.5366e+00 +4.2021e+00 +4.1786e+00 +3.4510e+00 -7.8038e-01 +1.9090e+00 +4.4625e+00 -1.4106e+00 -1.3169e+00 +1.2680e+00 -2.8127e+00 +1.3451e-01 -4.4400e+00 -9.9803e-01 +4.3775e+00
295 +1.251438416e+06 +1.251438416e+06 +1.251392996e+06 +1.251392996e+06 -3.1551e+00 -1.0517e+00 +3.8750e+00 +1.0568e+00 +1.1144e+00 +3.3346e+00 +8.4719e-01 +1.6957e+00 +1.5203e+00 -3.1641e-01 +5.8143e-01 -4.3461e+00 +1.2856e-01 -3.9391e+00 -2.4550e-02 +2.9002e+00 +1.5684e+00 -4.3426e+00 -2.1731e+00 +4.3206e+00
574 +8.380905815e+05 +8.380905815e+05 +8.380451615e+05 +8.380451615e+05 +4.4824e+00 +1.1285e+00 +9.5514e-02 -5.0000e+00 +4.9321e+00 +4.6573e-01 +5.0000e+00 +5.0000e+00 +2.7133e+00 -5.0000e+00 -5.0000e+00 +3.3830e+00 -2.5158e+00 -5.0000e+00 -4.7672e-01 +2.0790e+00 +0.0000e+00 -5.0000e+00 -2.3775e+00 +4.4425e+00
892 +3.814897555e+05 +3.814897555e+05 +3.814443355e+05 +3.814443355e+05 +4.9836e+00 -1.1451e+00 +9.2110e-01 -5.0000e+00 +4.4156e+00 +5.0000e+00 +4.1917e+00 +1.3959e+00 -3.9366e-01 -1.4017e+00 +0.0000e+00 +3.7129e+00 +0.0000e+00 -4.8896e+00 -7.5338e-01 +8.5089e-01 -6.0565e-01 -5.0000e+00 -2.3193e+00 +3.9193e+00
1518 +1.900844388e+05 +1.900844388e+05 +1.900390188e+05 +1.900390188e+05 +7.5869e-01 -4.6913e+00 +0.0000e+00 -4.2137e+00 -5.0000e+00 +2.1245e+00 +6.4542e-01 -2.7535e+00 +1.4704e+00 -2.5372e+00 -2.0480e+00 +2.0007e+00 +1.9316e-01 -4.2656e+00 -4.7230e-01 +1.8244e+00 -4.1076e-01 -4.4972e+00 -2.1965e+00 +3.8388e+00
1637 +1.429112273e+05 +1.429112273e+05 +1.428658073e+05 +1.428658073e+05 +0.0000e+00 -2.3422e+00 -1.6719e-01 -4.4348e+00 -4.0881e+00 +2.2905e+00 +7.9122e-01 +0.0000e+00 +1.2435e+00 -7.9410e-01 -1.3436e+00 +3.5505e+00 +6.4183e-01 -4.4259e+00 -7.2732e-01 +2.2509e+00 -6.7126e-01 -3.6335e+00 -2.2709e+00 +3.8677e+00
2237 +8.925959663e+04 +8.925959663e+04 +8.921417663e+04 +8.921417663e+04 +1.3291e+00 -2.1790e+00 -2.4872e+00 -4.6601e+00 -4.2038e+00 +2.3467e+00 -7.4087e-01 -1.7634e+00 +1.7255e-01 +7.5104e-02 -1.0734e+00 +1.4134e+00 +3.7196e-01 -4.5935e+00 -6.8440e-01 +5.4280e-01 -1.1308e+00 -3.7763e+00 -2.3239e+00 +4.0481e+00
2638 +4.730263625e+04 +4.730263625e+04 +4.725721625e+04 +4.725721625e+04 -1.9313e+00 +2.3594e+00 -1.2469e+00 -4.0453e+00 -3.2673e+00 +1.8830e+00 +2.3034e+00 -2.1898e+00 +3.6925e-01 -1.7012e+00 +6.6629e-01 +3.1772e+00 -3.2860e-01 -4.2526e+00 -4.5363e-01 +6.6647e-01 -8.0070e-01 -3.8847e+00 -2.4496e+00 +3.9952e+00
2823 +3.658986675e+04 +3.658986675e+04 +3.654444675e+04 +3.654444675e+04 -2.3721e+00 +2.1073e+00 -1.7244e+00 -2.8049e+00 -5.0000e+00 +2.5115e+00 +2.0932e+00 -1.5638e+00 -9.3810e-01 -3.8454e+00 +1.4703e+00 +2.9850e+00 +5.7334e-01 -4.2485e+00 -5.4971e-01 +1.3929e+00 -5.4856e-01 -3.8899e+00 -2.3059e+00 +3.9284e+00
3153 +2.221025819e+04 +2.221025819e+04 +2.216483819e+04 +2.216483819e+04 -1.4429e+00 +3.1189e+00 -1.3186e+00 -3.5807e+00 -1.2970e+00 +1.7662e+00 +2.5101e+00 -2.6272e+00 -1.6675e+00 -3.1706e+00 +1.2000e+00 +1.8555e+00 +1.4000e-01 -4.0047e+00 -2.9124e-01 +1.1265e+00 -7.7397e-01 -3.9345e+00 -2.2294e+00 +3.9862e+00
3505 +1.383629380e+04 +1.383629380e+04 +1.379087380e+04 +1.379087380e+04 -1.2285e+00 +6.8113e-01 -1.3701e+00 -3.5069e+00 -1.9094e+00 +2.5459e+00 -2.0117e+00 -2.7437e+00 -3.0151e+00 -1.8640e+00 +1.5532e+00 +2.7348e+00 +4.3106e-01 -3.8987e+00 -3.0526e-01 +1.0950e+00 -8.8393e-01 -3.9589e+00 -2.2882e+00 +3.9556e+00
4009 +9.665748040e+03 +9.665748040e+03 +9.620328040e+03 +9.620328040e+03 -1.7213e+00 -2.5376e-01 -1.0930e+00 -3.5027e+00 -3.9471e-01 +2.3989e+00 +1.5848e+00 -2.4458e+00 -3.3281e+00 -2.4407e+00 +1.3245e+00 +2.8505e+00 +5.8262e-01 -3.6242e+00 -3.0832e-01 +1.1190e+00 -9.1786e-01 -3.9275e+00 -2.2843e+00 +3.9273e+00
4662 +6.301986781e+03 +6.301986781e+03 +6.256566781e+03 +6.256566781e+03 -1.6061e+00 +3.5072e-01 -7.7318e-01 -3.5321e+00 +2.7172e-01 +1.6677e+00 +1.7243e+00 -2.2046e+00 -1.9446e+00 -2.3347e+00 +1.3500e+00 +2.8427e+00 +5.1641e-01 -3.3576e+00 -3.2878e-01 +1.1428e+00 -8.7801e-01 -3.8791e+00 -2.3037e+00 +3.9478e+00
% function evaluation | noise-free fitness - Fopt (6.695000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.909442361e+07 +2.909442361e+07 +2.909449056e+07 +2.909449056e+07 +3.4714e+00 +3.8229e+00 -4.5417e-01 -2.1161e+00 -3.7365e+00 -1.6506e+00 +5.4776e-01 -4.0084e+00 +1.3306e+00 +2.5905e+00 -2.6798e+00 -2.3007e+00 +2.0852e+00 -4.5666e+00 +3.7714e-01 +2.7686e+00 -1.0001e+00 -4.5532e+00 +1.6131e-02 -2.0411e+00
7 +9.923385700e+06 +9.923385700e+06 +9.923452650e+06 +9.923452650e+06 +8.8099e-01 -4.3837e-02 -7.5371e-01 -6.5575e-03 -4.9593e+00 -2.3057e+00 +4.9484e+00 -4.0577e+00 -8.3232e-01 -3.9081e+00 -1.0049e+00 +3.1123e+00 -6.1534e-01 -3.2191e+00 +5.0167e-01 -4.5972e+00 -1.9353e+00 -2.3721e+00 -3.5793e+00 +3.6703e+00
12 +3.251846084e+06 +3.251846084e+06 +3.251913034e+06 +3.251913034e+06 +3.4723e+00 -7.7696e-02 -2.7707e+00 +3.0901e+00 +2.5813e+00 -1.4210e+00 +2.9035e+00 -1.0218e+00 +5.7579e-01 -2.2927e-01 -3.4403e+00 -2.8464e+00 -5.7168e-01 +4.6043e+00 -2.8169e+00 +2.9131e+00 -3.3685e-01 -1.2388e+00 +5.1421e-01 +4.6214e+00
250 +1.688096148e+06 +1.688096148e+06 +1.688163098e+06 +1.688163098e+06 -4.0211e+00 +1.4853e+00 +2.7940e+00 +5.0000e+00 +1.5064e+00 -5.0000e+00 -2.1876e+00 -7.7586e-02 +4.6326e+00 +3.2218e+00 -2.0774e-02 -2.4327e-01 -4.3127e+00 -1.6592e+00 -5.0000e+00 +2.6885e-01 -1.0316e+00 -4.8710e-01 +1.2965e+00 +2.9231e+00
287 +1.338294528e+06 +1.338294528e+06 +1.338361478e+06 +1.338361478e+06 +3.6891e+00 +1.4146e+00 +4.4613e+00 -1.2964e+00 +3.1172e+00 -2.3603e+00 +4.4293e-01 -2.3843e+00 -1.3630e+00 +5.0000e+00 +4.6250e-01 +6.2458e-01 -5.0000e+00 +3.2803e-01 -7.1724e-01 +2.4792e+00 -1.1104e+00 -1.8703e+00 -4.7458e-01 +3.7396e+00
814 +9.087911298e+05 +9.087911298e+05 +9.088580798e+05 +9.088580798e+05 +1.3920e+00 +3.0987e+00 +2.9531e+00 +2.0211e+00 +3.2286e+00 +1.2452e+00 -3.3844e+00 -3.3052e+00 -4.2182e-01 +1.7087e+00 +2.9114e+00 -4.0351e-01 +0.0000e+00 -1.9407e+00 -4.4056e+00 +1.4081e+00 -5.6209e-01 -7.1561e-01 +4.5346e-02 +3.7619e+00
1036 +2.707824677e+05 +2.707824677e+05 +2.708494177e+05 +2.708494177e+05 +2.7078e+00 -2.4837e+00 +3.7282e+00 -7.8680e-01 +3.4158e+00 -2.0447e+00 -2.3702e+00 -4.6667e+00 -2.2296e+00 -7.3086e-01 +4.3742e+00 +3.6620e+00 +3.0232e+00 -1.9015e+00 -2.3748e+00 +0.0000e+00 -1.1131e+00 -2.8230e+00 +2.7474e-01 +3.3270e+00
1295 +2.480557079e+05 +2.480557079e+05 +2.481226579e+05 +2.481226579e+05 +3.4217e+00 -3.5398e+00 +1.5221e+00 -1.6441e+00 +5.0000e+00 -8.7121e-01 -2.0009e+00 -4.8738e+00 -8.7535e-01 -7.0623e-01 +4.9134e+00 +1.1023e+00 +1.8753e+00 -2.3023e+00 -4.1676e+00 +1.1228e+00 -1.5476e+00 -1.9522e+00 +9.0006e-02 +3.2379e+00
2010 +1.404902705e+05 +1.404902705e+05 +1.405572205e+05 +1.405572205e+05 +3.6767e+00 -3.9928e+00 +1.5887e+00 -3.0967e+00 +1.7533e+00 +4.1141e-01 -2.4052e+00 -3.6347e+00 -2.2971e-01 -9.1166e-01 +5.0000e+00 +3.5603e-01 +2.7369e+00 -2.2738e+00 -3.6682e+00 +7.3889e-01 -1.3008e+00 -2.5597e+00 +4.0588e-01 +3.4134e+00
3220 +6.129149251e+04 +6.129149251e+04 +6.135844251e+04 +6.135844251e+04 +3.1635e+00 -3.0934e+00 +1.4132e+00 -3.9162e+00 +1.9932e+00 -2.3823e+00 -2.4869e+00 -3.3364e+00 -4.0058e-01 -1.6595e+00 +2.3069e+00 +1.1224e+00 +2.7177e+00 -1.8355e+00 -3.9783e+00 +7.5478e-01 -8.8198e-01 -2.4034e+00 +2.9398e-01 +3.4012e+00
3709 +3.876912814e+04 +3.876912814e+04 +3.883607814e+04 +3.883607814e+04 +3.0707e+00 -3.0410e+00 +1.9160e+00 -4.4029e+00 +1.8874e+00 -3.6082e+00 -2.2546e+00 -3.0896e+00 -3.4823e-01 -2.2097e+00 +2.3469e-01 +1.1670e+00 +2.8401e+00 -1.7590e+00 -4.3252e+00 +7.6946e-01 -7.5798e-01 -2.4547e+00 +3.6563e-01 +3.3570e+00
3963 +2.330342578e+04 +2.330342578e+04 +2.337037578e+04 +2.337037578e+04 +2.9386e+00 -2.7682e+00 +1.5824e+00 -4.5566e+00 +2.0657e+00 -1.9871e+00 -2.0202e+00 -1.1397e+00 -2.1965e-01 -1.0101e+00 -9.0363e-01 +3.9118e-01 +2.3695e+00 -1.6992e+00 -3.8539e+00 +9.2922e-01 -7.4879e-01 -2.4533e+00 +3.5846e-01 +3.3646e+00
4210 +1.507384795e+04 +1.507384795e+04 +1.514079795e+04 +1.514079795e+04 +3.4245e+00 -2.7351e+00 +1.5846e+00 -3.3313e+00 +2.1069e+00 -1.3284e+00 -2.1796e+00 -5.4995e-01 -1.4343e-01 -1.2624e+00 -3.0478e+00 +2.3952e-01 +2.4293e+00 -1.5417e+00 -3.7039e+00 +8.7920e-01 -7.5702e-01 -2.4708e+00 +3.9613e-01 +3.3561e+00
4411 +9.204806845e+03 +9.204806845e+03 +9.271756845e+03 +9.271756845e+03 +3.3207e+00 -2.7375e+00 +1.6090e+00 -2.3622e+00 +2.1007e+00 -1.3200e+00 -2.1933e+00 +3.8207e-01 -3.0850e-01 -2.6503e+00 -3.5381e+00 +6.1459e-01 +2.6438e+00 -1.8073e+00 -3.8501e+00 +8.3234e-01 -1.0425e+00 -2.4394e+00 +3.9414e-01 +3.3589e+00
4826 +6.087835835e+03 +6.087835835e+03 +6.154785835e+03 +6.154785835e+03 +3.4464e+00 -2.7154e+00 +1.6053e+00 -2.4790e+00 +2.1000e+00 -1.2370e+00 -2.1946e+00 +6.6941e-01 -1.8218e-02 -1.4363e+00 -3.3117e+00 +6.3131e-01 +2.5690e+00 -1.7151e+00 -3.8752e+00 +8.3812e-01 -8.9381e-01 -2.3868e+00 +3.6506e-01 +3.3705e+00
% function evaluation | noise-free fitness - Fopt (5.832000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.754943917e+07 +2.754943917e+07 +2.754949749e+07 +2.754949749e+07 +2.9416e+00 +1.6626e+00 +2.7519e+00 -1.9087e+00 +4.5194e+00 -3.0710e+00 +2.2139e+00 +1.9258e+00 +3.9942e+00 -4.5142e-01 -2.7070e+00 -2.9008e+00 +1.5103e+00 +3.1899e-01 +2.7673e+00 -3.9204e-01 -4.2630e+00 -2.2357e+00 -4.0356e+00 +2.1161e+00
2 +2.116691518e+07 +2.116691518e+07 +2.116697350e+07 +2.116697350e+07 +4.6154e-01 -2.0853e+00 -1.2522e+00 -3.2484e+00 +1.0614e+00 +1.8337e+00 +3.6956e+00 -2.5197e+00 -3.2852e+00 +2.6142e+00 +4.3665e+00 -1.1371e+00 -2.9768e+00 -8.9398e-01 +3.3374e+00 +1.7232e+00 +3.8226e+00 -4.6939e+00 +3.2829e+00 +1.0412e+00
7 +4.558320217e+06 +4.558320217e+06 +4.558378537e+06 +4.558378537e+06 +3.6996e+00 -2.7793e-01 +3.7354e+00 +2.7742e-01 -1.6359e+00 -2.9936e+00 -3.2788e+00 +2.6130e+00 -7.7214e-01 +4.5605e+00 +4.7741e+00 +3.9659e+00 -4.4755e+00 +4.9164e+00 +7.3485e-01 -1.8851e-01 +6.2181e-01 +9.0282e-01 +3.3620e+00 +1.9803e+00
132 +2.204708655e+06 +2.204708655e+06 +2.204766975e+06 +2.204766975e+06 -1.0116e+00 +2.3647e+00 +1.2814e+00 -4.0241e+00 +1.4706e+00 -9.4200e-01 +6.3329e-01 -2.5103e+00 +3.6067e+00 -2.2774e+00 +2.7052e+00 -7.6098e-01 -6.9693e-01 +1.5095e+00 +1.7430e-01 -7.4255e-01 -1.1903e+00 +2.4414e+00 +2.7014e+00 +7.5192e-01
338 +1.195243904e+06 +1.195243904e+06 +1.195302224e+06 +1.195302224e+06 +1.5264e+00 +6.2771e-01 -4.9353e+00 -3.9062e+00 +3.6932e+00 +1.3234e+00 +3.0780e+00 -5.0000e+00 +1.1127e+00 -4.8501e+00 -1.7777e+00 -1.2438e+00 -3.0055e+00 +1.3620e+00 -8.9352e-01 -1.4478e+00 -1.6331e+00 +2.4340e+00 +3.4543e+00 +2.0325e+00
646 +7.237974829e+05 +7.237974829e+05 +7.238558029e+05 +7.238558029e+05 -6.6204e-01 -1.5320e+00 -1.4689e+00 -5.0000e+00 -4.1161e-02 +0.0000e+00 +4.8974e+00 -3.4124e+00 -6.0137e-01 +0.0000e+00 +3.4261e+00 -1.1849e+00 -3.4373e+00 +1.9231e+00 -1.6015e+00 -1.4287e+00 -2.8330e+00 +2.0460e+00 +2.7783e+00 +1.7520e+00
954 +5.692392114e+05 +5.692392114e+05 +5.692975314e+05 +5.692975314e+05 -1.3462e+00 +0.0000e+00 +3.3539e-01 -5.0000e+00 +9.0933e-01 -1.3601e-01 +5.0000e+00 -2.4996e+00 -9.9206e-01 -1.0560e+00 -2.7808e+00 -2.8467e-01 -3.6426e+00 +4.9414e-01 +1.7286e-01 -3.9162e+00 -2.7228e+00 +3.7118e+00 +2.6586e+00 +1.7961e+00
1628 +3.377558096e+05 +3.377558096e+05 +3.378141296e+05 +3.378141296e+05 +4.0966e+00 +8.9331e-01 +2.3879e+00 -5.0000e+00 +2.7628e+00 +9.5765e-01 +4.9888e+00 -3.3187e+00 +1.4850e-02 +1.8979e-01 +2.1661e+00 +1.6732e+00 -9.1162e-01 -2.0835e-02 -4.7417e-01 -2.1878e+00 -3.1653e+00 +3.1439e+00 +3.0835e+00 +1.5897e+00
1893 +2.381320084e+05 +2.381320084e+05 +2.381903284e+05 +2.381903284e+05 +4.9330e+00 +0.0000e+00 +1.6324e+00 -4.9904e+00 +3.2701e+00 +2.3100e+00 +4.8818e+00 -1.1715e+00 +1.8324e-01 +3.8461e-01 +2.3333e+00 +1.3312e+00 -1.6649e+00 -2.4902e-02 -2.2164e+00 -2.9751e+00 -2.9776e+00 +2.9462e+00 +3.0611e+00 +1.5756e+00
2407 +1.509032641e+05 +1.509032641e+05 +1.509615841e+05 +1.509615841e+05 +1.5165e+00 +4.9118e-01 +2.3896e+00 -4.9920e+00 +4.3549e+00 +4.7375e+00 +4.8316e+00 -9.4536e-01 +1.7444e+00 -9.2288e-01 +2.4359e+00 +1.1616e+00 -1.0824e+00 -1.9376e+00 -2.7091e+00 -2.6507e+00 -3.2590e+00 +2.7524e+00 +2.9527e+00 +1.6295e+00
2648 +8.105593032e+04 +8.105593032e+04 +8.111425032e+04 +8.111425032e+04 +4.1059e+00 +1.4937e+00 +3.9931e+00 -4.8892e+00 +7.6438e-02 +3.3422e+00 +4.5049e+00 -1.4454e+00 +1.9038e+00 -1.1742e+00 +4.3247e+00 +1.5235e+00 -4.1878e+00 -3.6733e+00 -9.9550e-01 -2.6440e+00 -3.0229e+00 +2.9441e+00 +2.5783e+00 +1.7345e+00
2871 +4.032809007e+04 +4.032809007e+04 +4.038641007e+04 +4.038641007e+04 +3.5929e+00 +3.9365e+00 +5.0000e+00 -5.0000e+00 +3.9301e+00 +5.0000e+00 +4.5443e+00 -2.4795e+00 -1.5478e-01 -2.0708e+00 +3.6849e+00 +1.0257e+00 -2.6715e+00 -3.5543e+00 -1.5595e+00 -2.8397e+00 -3.2135e+00 +2.9940e+00 +2.9310e+00 +1.6287e+00
3003 +3.390955521e+04 +3.390955521e+04 +3.396787521e+04 +3.396787521e+04 +3.4242e+00 +3.2245e+00 +4.0907e+00 -4.9999e+00 +4.0444e+00 +4.5337e+00 +4.5828e+00 -1.9625e+00 -4.7154e-01 -1.9497e+00 +4.1636e+00 +9.6916e-01 -2.7364e+00 -3.5603e+00 -1.6055e+00 -3.0826e+00 -3.2611e+00 +3.0492e+00 +2.7327e+00 +1.7324e+00
3403 +2.481060980e+04 +2.481060980e+04 +2.486892980e+04 +2.486892980e+04 +3.0127e+00 +3.2883e+00 +4.1187e+00 -4.7529e+00 +4.0938e+00 +4.7683e+00 +4.5500e+00 -1.7396e+00 -2.5097e-01 -1.8899e+00 +3.9802e+00 +1.6274e+00 -2.8022e+00 -3.3499e+00 -1.6573e+00 -3.2053e+00 -3.2608e+00 +3.0398e+00 +2.8558e+00 +1.6546e+00
3704 +1.502742580e+04 +1.502742580e+04 +1.508574580e+04 +1.508574580e+04 +2.5930e+00 +2.9549e+00 +3.8031e+00 -4.0418e+00 +4.4421e+00 +4.1174e+00 +4.6607e+00 +5.7728e-01 -1.7626e-01 -2.9479e+00 +3.4952e+00 +1.6168e+00 -2.9368e+00 -3.2624e+00 -1.8709e+00 -3.0888e+00 -3.2930e+00 +2.9724e+00 +2.7825e+00 +1.6875e+00
4426 +9.555285421e+03 +9.555285421e+03 +9.613605421e+03 +9.613605421e+03 +2.3164e+00 +3.1262e+00 +3.7809e+00 -3.8478e+00 +4.6460e+00 +4.0173e+00 +4.7058e+00 +2.3629e+00 +3.2513e-01 -4.3287e+00 +3.3218e+00 +1.8052e+00 -3.0721e+00 -3.3857e+00 -1.6475e+00 -3.0866e+00 -3.3105e+00 +2.9507e+00 +2.7827e+00 +1.6586e+00
% function evaluation | noise-free fitness - Fopt (1.932700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.936694455e+06 +9.936694455e+06 +9.936887725e+06 +9.936887725e+06 +4.5848e+00 +3.9523e+00 -3.5816e+00 +2.1739e+00 -3.4415e+00 -3.0324e+00 -6.2480e-01 +4.6164e+00 -5.3508e-01 -2.2746e+00 +1.8204e-01 -4.9776e+00 +3.2968e+00 +4.0619e-01 +5.6707e-01 +9.6665e-01 +7.1429e-02 +3.7817e+00 +2.3004e-01 -1.2255e+00
5 +2.840423927e+06 +2.840423927e+06 +2.840617197e+06 +2.840617197e+06 +2.9057e+00 -1.1945e+00 -4.8272e+00 -6.8645e-01 +1.5933e+00 -1.1535e+00 +4.2466e+00 -2.7898e+00 +3.0160e+00 +4.7258e+00 -4.4679e+00 +7.1271e-01 +4.5106e+00 +3.9947e+00 -2.4288e+00 -4.4895e+00 +3.3766e+00 -1.5752e+00 -2.1132e+00 +9.1525e-01
106 +1.726388780e+06 +1.726388780e+06 +1.726582050e+06 +1.726582050e+06 -1.7405e+00 +4.6371e+00 -7.3840e-01 -2.7413e+00 -2.5111e+00 +2.0140e+00 -4.5179e+00 -4.9644e+00 +3.9603e+00 -4.2901e+00 -3.2555e+00 +2.9636e+00 -2.8948e+00 +2.0207e+00 -3.8693e+00 -2.5728e+00 +4.9149e+00 -9.7839e-01 +3.4124e-03 +6.8252e-02
296 +7.152021409e+05 +7.152021409e+05 +7.153954109e+05 +7.153954109e+05 -7.7147e-01 +3.9923e+00 +1.0252e+00 +1.1637e+00 -4.3208e-02 +5.0000e+00 -1.8698e+00 -5.0000e+00 +2.8123e+00 -5.0000e+00 +1.8658e+00 -7.8506e-01 -8.8717e-01 +3.3090e+00 -2.6073e+00 -1.9475e+00 +5.0000e+00 -2.2158e-01 -1.7352e+00 +5.7045e-01
618 +5.305934866e+05 +5.305934866e+05 +5.307867566e+05 +5.307867566e+05 +3.0439e+00 +5.0000e+00 +1.1757e+00 -9.1687e-02 +4.1119e+00 +2.7982e+00 +3.6545e+00 -5.0000e+00 +2.9731e+00 -5.0000e+00 +5.5670e-02 -1.8346e+00 -1.1982e+00 -8.6533e-01 -7.7189e-01 -3.0745e-01 +3.1357e+00 +1.7576e-01 -1.0025e+00 +5.9663e-01
1454 +3.315516647e+05 +3.315516647e+05 +3.317449347e+05 +3.317449347e+05 -1.7620e+00 +4.7531e+00 -2.2265e+00 +1.0939e+00 -1.4118e+00 +1.8582e+00 +3.3192e+00 -5.0000e+00 +1.7771e+00 -3.4497e+00 +2.7101e+00 -9.1975e-01 -1.1739e+00 +1.3523e+00 -2.7281e+00 -1.4833e+00 +4.8472e+00 +2.2065e-01 -9.6159e-01 +6.3079e-01
